"","vectoriza"
"X30266",32.4712840466926
"X30269",36.4448196875367
"X30270",33.1885260044368
"X30310",37.179632183908
"X30321",32.6620924282837
"X30322",28.9792422571915
"X30329",41.8382294452445
"X30331",30.0308184855234
"X30332",34.7445315050604
"X30333",32.3149957877001
"X30339",37.314247239429
"X30341",31.0141303988905
"X30342",34.0763577213421
"X30343",34.5069417528977
"X30349",35.091161465354
"X30350",31.030789000257
"X30360",31.8208650519031
"X30371",32.20880415364
"X30372",28.9311054297541
"X30373",28.8192800214919
"X30374",30.7696916440326
"X30375",38.9751617076326
"X30376",35.9234538945809
"X30377",35.2368780797965
"X30378",39.0717187856654
"X30379",39.4029950669486
"X30380",36.8786588235294
"X30410",35.0664900420245
"X30420",34.7897643517077
"X30490",36.3158899020601
"X30510",31.5940258673784
"X30520",36.33149927603
"X30530",28.8456712610978
"X30541",32.9288522348517
"X30542",37.8189406637613
"X30549",31.4264988558352
"X30551",39.1496239573363
"X30559",34.6315178727623
"X30561",28.5388624404911
"X30562",28.8522332040535
"X30563",31.7469229877731
"X30569",30.5515060240964
"X30611",47.9885361211486
"X30612",33.3251474530831
"X30613",44.3192056880811
"X30614",35.781596815734
"X30619",35.671059465074
"X30621",44.6138402478448
"X30622",33.1816367265469
"X30623",44.6619310631229
"X30624",34.2996392785571
"X30629",31.9751513335331
"X30710",31.6079262374636
"X30721",32.1538490007402
"X30729",40.5811102281757
"X30731",31.5101501668521
"X30739",34.1403236245955
"X30741",34.1010291595197
"X30749",39.517066306428
"X30751",35.1642191576593
"X30759",36.4732283464567
"X30760",33.6877197585935
"X30791",36.8832786057085
"X30799",39.5411813743004
"X310100",34.5307285546416
"X310210",35.1788778656656
"X310221",32.8515340706386
"X310229",39.936498817168
"X310230",36.2595485222248
"X310240",31.1424846248462
"X310250",33.1127184727077
"X310260",32.248633939262
"X310270",NA
"X310280",31.9341737697873
"X310290",40.5456662933931
"X310310",35.2159591373439
"X310320",NA
"X310390",33.0240801144492
"X310410",NA
"X310420",27.9042688010672
"X310430",33.6364393016647
"X310490",33.3609971028488
"X310510",35.3645183486238
"X310520",33.2538629208041
"X310530",36.4610877684407
"X310540",36.7423290649915
"X310551",35.4962182544084
"X310559",34.4208621883657
"X310560",36.6308127572016
"X310590",37.3708495534692
"X320110",42.6068965517241
"X320120",50.2865203911281
"X320130",NA
"X320190",33.7056634479766
"X320210",34.2881543233812
"X320290",37.3564846032816
"X320300",36.4353358925144
"X320411",38.1743897559024
"X320412",35.9250901442308
"X320413",36.1035727577224
"X320414",34.321393361814
"X320415",36.4102295081967
"X320416",37.5507264529058
"X320417",33.6007616629641
"X320419",33.922715143429
"X320420",35.7825995807128
"X320490",36.1979713603819
"X320500",39.6375131348511
"X320610",30.278473871734
"X320620",37.8260950134771
"X320630",NA
"X320641",42.2947625
"X320642",32.1180340557276
"X320643",NA
"X320649",33.7878850102669
"X320650",33.4251638269987
"X320710",34.3907183725366
"X320720",33.8819223985891
"X320730",35.2478186484175
"X320740",34.7539450466347
"X320810",33.8627610966057
"X320820",33.0503706519673
"X320890",33.7276405775076
"X320910",34.3113442113442
"X320990",32.4425610076095
"X321000",31.8466231311222
"X321100",36.6983427647534
"X321210",32.7627697136132
"X321290",33.9132553140674
"X321310",37.5916689134538
"X321390",32.8637915543576
"X321410",31.8841850055949
"X321490",32.1661428119397
"X321511",36.8486842105263
"X321519",34.5549863387978
"X321590",32.9514285714286
"X330111",NA
"X330112",47.3520262216925
"X330113",41.6869177335876
"X330114",NA
"X330119",38.2951271186441
"X330121",NA
"X330122",NA
"X330123",NA
"X330124",36.1166256763404
"X330125",35.6831306990881
"X330126",NA
"X330129",36.0060818839797
"X330130",36.7749635863408
"X330190",37.7581516651063
"X330210",34.9458872943647
"X330290",34.6997820672478
"X330300",34.7083089214381
"X330410",34.4282900626678
"X330420",34.6645216400911
"X330430",34.5583190025795
"X330491",36.2077282728273
"X330499",32.9932757718472
"X330510",34.6302278083268
"X330520",40.848103239217
"X330530",31.0170037144036
"X330590",34.2185135587546
"X330610",32.037750385208
"X330690",34.6088241165901
"X330710",32.5625056947608
"X330720",35.6885888662845
"X330730",31.9278826530612
"X330741",36.0962602137021
"X330749",35.1873952854081
"X330790",33.3073864870737
"X340111",38.033029068951
"X340119",43.6843921519147
"X340120",37.232316468254
"X340211",36.2523485878266
"X340212",34.6042978881067
"X340213",33.2011597456042
"X340219",34.0186408231634
"X340220",33.9635393076674
"X340290",34.6122388648009
"X340311",36.0619962335216
"X340319",31.54853625171
"X340391",34.1499767333644
"X340399",32.2527810650888
"X340410",NA
"X340420",33.3366648850882
"X340490",32.5523375477801
"X340510",41.5993394980185
"X340520",32.4843013468014
"X340530",33.849749926449
"X340540",36.0374102261764
"X340590",35.5599173553719
"X340600",32.3627334465195
"X340700",33.3860337243402
"X350110",33.2346891677484
"X350190",31.289730999146
"X350210",33.146925329429
"X350290",32.7908230344465
"X350300",39.2873210633947
"X350400",34.1700762388818
"X350510",33.5696397941681
"X350520",32.3345422439554
"X350610",35.0851956745623
"X350691",34.7885877318117
"X350699",33.83764498235
"X350710",32.7750338661609
"X350790",31.6046836073742
"X360100",32.7069452054794
"X360200",39.5231336611534
"X360300",33.7131142458533
"X360410",34.3674583122789
"X360490",35.764100684262
"X360500",37.0543918677071
"X360610",34.8558738565238
"X360690",32.3680861020122
"X370110",31.8490353697749
"X370120",30.832904470891
"X370130",32.3179405034325
"X370191",36.7992508395763
"X370199",35.9795659201108
"X370210",30.0427572016461
"X370220",NA
"X370231",31.7015825914936
"X370232",30.4203096539162
"X370239",36.3571373605233
"X370241",32.7024925224327
"X370242",32.3618549511855
"X370243",31.1775298804781
"X370244",29.9608339538347
"X370251",NA
"X370252",36.9761122244489
"X370253",29.2992549019608
"X370254",31.6133528673085
"X370255",36.6893346379648
"X370256",31.0152803738318
"X370291",NA
"X370292",NA
"X370293",29.6571350164654
"X370294",31.6456277479238
"X370295",35.2869426751592
"X370310",32.4248093543467
"X370320",31.1427904806346
"X370390",30.2400566171267
"X370400",33.0549209586945
"X370510",32.328504398827
"X370520",NA
"X370590",35.8872895622896
"X370610",27.285861948143
"X370690",34.7382543382543
"X370710",30.6312808988764
"X370790",32.3466589861751
"X380110",33.4282304099637
"X380120",31.8782515073213
"X380130",27.9191322375241
"X380190",32.2798850574713
"X380210",38.0104608953911
"X380290",34.3573444406664
"X380300",31.8882198187664
"X380400",29.3648948897624
"X380510",39.023339678511
"X380520",NA
"X380590",38.5901437908497
"X380610",39.4612431444241
"X380620",34.0020401106501
"X380630",31.3249764076754
"X380690",33.4060851926978
"X380700",31.3979776032091
"X380810",38.2495947426068
"X380820",38.8680134053249
"X380830",36.2864224137931
"X380840",35.0644633809304
"X380890",35.6730042810375
"X380910",32.4366693788988
"X380991",35.4501625355547
"X380992",32.9192939099735
"X380993",36.4225528863392
"X380999",NA
"X381010",31.9433769633508
"X381090",31.0473735095069
"X381111",31.0743991358358
"X381119",33.5129812606474
"X381121",31.9522915757311
"X381129",32.1070445344129
"X381190",32.7721718565235
"X381210",33.2258391386954
"X381220",32.704536950421
"X381230",34.8874563242488
"X381300",32.6740559440559
"X381400",32.9902035879863
"X381511",31.0244040862656
"X381512",33.4699096548004
"X381519",32.3730228471002
"X381590",33.3139741250622
"X381600",31.2992326244245
"X381710",35.8143120805369
"X381720",NA
"X381800",33.2196721311475
"X381900",33.4971125124461
"X382000",31.3510687342833
"X382100",32.4807445442875
"X382200",32.3881804043546
"X382310",32.0214580467675
"X382320",NA
"X382330",30.5808284920434
"X382340",34.4947958366693
"X382350",33.6057397744487
"X382360",35.1985950671246
"X382390",34.4301280441878
"X390110",36.1350107201413
"X390120",37.6082567891374
"X390130",33.7408847184987
"X390190",35.5205582028591
"X390210",35.4142180094787
"X390220",34.7981146025878
"X390230",34.2537539740768
"X390290",31.600534591195
"X390311",33.7071206296906
"X390319",37.6460282205383
"X390320",31.1924719101124
"X390330",32.4170408163265
"X390390",34.8356389817434
"X390410",37.3625048393341
"X390421",35.9764817150063
"X390422",35.8337784649986
"X390430",36.2460212687935
"X390440",33.9620054200542
"X390450",31.2039692701665
"X390461",34.1367624020888
"X390469",32.9454131054131
"X390490",32.4993888242142
"X390511",34.2471442035815
"X390519",34.5451036164161
"X390520",35.2117814052519
"X390590",32.1666117517847
"X390610",33.2502509200401
"X390690",33.2988300068823
"X390710",32.1132100991885
"X390720",33.008679245283
"X390730",31.9871330920788
"X390740",32.1248002458513
"X390750",33.3728004656126
"X390760",35.5326058865757
"X390791",32.1614945807188
"X390799",32.7933537519142
"X390810",30.9923130434783
"X390890",31.2499786233433
"X390910",30.8669485553207
"X390920",28.6258436102453
"X390930",31.4588185174666
"X390940",30.9708600770218
"X390950",33.2940634218289
"X391000",33.3441070509521
"X391110",33.2104175111471
"X391190",32.8355904658722
"X391211",42.0438848920863
"X391212",35.3785624476111
"X391220",37.9727954034474
"X391231",34.7930228531856
"X391239",31.9999478895258
"X391290",34.115152733119
"X391310",29.8999121265378
"X391390",32.5512702078522
"X391400",31.8558839479393
"X391510",32.0727302204929
"X391520",30.439925093633
"X391530",32.5263060086723
"X391590",36.2563346282956
"X391610",35.0815561959654
"X391620",33.8412030075188
"X391690",31.0950158455776
"X391710",34.5964339376941
"X391721",32.6462159573012
"X391722",33.1182234755023
"X391723",37.3227756187359
"X391729",33.291407350493
"X391731",33.0076302274395
"X391732",33.2891788526434
"X391733",34.1884357253485
"X391739",33.4039260969977
"X391740",33.8238645920942
"X391810",33.0163982430454
"X391890",32.8745849802371
"X391910",34.4498979591837
"X391990",34.3585765824861
"X392010",33.5900795666159
"X392020",35.8014287458786
"X392030",31.5754707112971
"X392041",NA
"X392042",36.1419498607242
"X392051",33.032891539651
"X392059",34.69216380182
"X392061",33.589397542608
"X392062",35.8837553564472
"X392063",33.0428704349849
"X392069",34.7836146682188
"X392071",34.3534653465346
"X392072",NA
"X392073",33.850864830237
"X392079",30.7369085805934
"X392091",30.1113790186125
"X392092",34.2028643446379
"X392093",33.3820023148148
"X392094",36.1266970907017
"X392099",34.2936132983377
"X392111",32.4856175208851
"X392112",42.1323438039351
"X392113",32.2069436317535
"X392114",33.6646400917694
"X392119",33.2797481636936
"X392190",33.0131662060797
"X392210",32.3543854459399
"X392220",36.5630340646651
"X392290",30.7191613162119
"X392310",33.4150869321369
"X392321",36.298443403355
"X392329",34.6615649338888
"X392330",37.4434863835597
"X392340",33.742463592233
"X392350",33.6245743655638
"X392390",33.6002958065077
"X392410",36.9016373411535
"X392490",34.9145521247325
"X392510",32.0733515161239
"X392520",31.1717528842575
"X392530",31.7401510177282
"X392590",32.0941559763796
"X392610",33.4160714285714
"X392620",33.9511608961303
"X392630",29.1949923254029
"X392640",35.1374446085672
"X392690",33.6776325005837
"X400110",35.0832212325032
"X400121",35.4627769321833
"X400122",36.6939210562509
"X400129",37.7473915207457
"X400130",33.3955578935063
"X400211",32.512047769582
"X400219",34.0171421943865
"X400220",33.4368786448209
"X400231",34.5951311953353
"X400239",32.3401654996817
"X400241",32.6967843137255
"X400249",32.9497342444951
"X400251",34.8221113445378
"X400259",33.4166452717159
"X400260",37.4911695137976
"X400270",33.2833580980683
"X400280",34.8929491899853
"X400291",34.3211212878157
"X400299",34.47823560486
"X400300",32.6040299664169
"X400400",32.1342533859078
"X400510",33.9624842899036
"X400520",32.2235049205148
"X400591",32.1378064190043
"X400599",34.8165244536941
"X400610",32.2570041388093
"X400690",32.237407635468
"X400700",35.1715914170764
"X400811",34.1538981844073
"X400819",32.7400953029272
"X400821",31.5239418332901
"X400829",29.1725067842605
"X400910",32.8952331873228
"X400920",33.4091882247993
"X400930",33.81519527404
"X400940",34.1079064880483
"X400950",34.1068198031103
"X401010",33.3128384687208
"X401091",31.6471526618438
"X401099",32.6599252934899
"X40110",35.8991561181435
"X401110",33.9257786226056
"X401120",33.6434278105383
"X401130",34.1376389306098
"X401140",35.7844408860422
"X401150",36.1958294370675
"X401191",33.6798016101208
"X401199",34.6647932816538
"X40120",34.5439837792035
"X401210",32.5647792207792
"X401220",33.5171950291656
"X401290",37.5293462813832
"X40130",31.9073591310251
"X401310",34.0553912028026
"X401320",35.7074412532637
"X401390",35.652559257987
"X401410",33.7131133228566
"X401490",33.0021618150685
"X401511",36.0674765777824
"X401519",36.4428131529748
"X401590",37.5179238505747
"X401610",33.3211016291699
"X401691",33.1807239057239
"X401692",34.2010532475132
"X401693",33.4967146623403
"X401694",30.8032186948853
"X401695",34.6391316526611
"X401699",32.7276709613479
"X401700",36.1016845582163
"X40210",32.5820205281974
"X40221",38.5704341135498
"X40229",37.0710238060464
"X40291",35.8687044474193
"X40299",30.4397012742845
"X40310",32.9075888985256
"X40390",29.7542551210428
"X40410",32.0805057618438
"X40490",34.9266402405686
"X40500",30.9109907784688
"X40610",31.8403543032501
"X40620",33.9622841105354
"X40630",34.7121180794854
"X40640",30.875831702544
"X40690",30.7445087361017
"X40700",33.7914376467339
"X40811",33.4958713136729
"X40819",32.4307596513076
"X40891",32.6228543055753
"X40899",32.0700587689452
"X40900",33.6881861063465
"X41000",37.2725591397849
"X410110",27.4823924731183
"X410121",28.665903307888
"X410122",NA
"X410129",30.6949479313256
"X410130",26.5618749261142
"X410140",NA
"X410210",34.6697637959866
"X410221",39.9510349612612
"X410229",34.9220473644003
"X410310",NA
"X410320",49.7539113650986
"X410390",35.4047107530491
"X410410",NA
"X410421",NA
"X410422",37.5216342042755
"X410429",30.583931542667
"X410431",38.7121481481481
"X410439",38.3176589184061
"X410511",NA
"X410512",NA
"X410519",40.2747559199525
"X410520",35.8193719189337
"X410611",NA
"X410612",NA
"X410619",41.9310480679283
"X410620",34.3737149270483
"X410710",34.771086631307
"X410721",NA
"X410729",47.7030474425862
"X410790",36.9123390473181
"X410800",34.5
"X410900",36.6178818643286
"X411000",31.7725452196382
"X411100",35.4426892950392
"X420100",35.4944982698962
"X420211",35.3577284946237
"X420212",33.7864019253911
"X420219",34.4579142760715
"X420221",34.1537406076446
"X420222",33.7117970401692
"X420229",36.8657839721254
"X420231",31.8040898155573
"X420232",33.2546516659455
"X420239",34.1337311883757
"X420291",35.5254690164866
"X420292",34.7204555808656
"X420299",36.684649122807
"X420310",33.1173768677366
"X420321",36.3300251986819
"X420329",33.2880791254555
"X420330",33.8334558823529
"X420340",32.082932497979
"X420400",NA
"X420500",31.8577756684069
"X420610",37.219678236258
"X420690",52.0693148688047
"X430110",29.3316957746479
"X430120",NA
"X430130",28.4168127800507
"X430140",NA
"X430150",NA
"X430160",27.9100155424308
"X430170",NA
"X430180",31.5172190879173
"X430190",28.7048608713664
"X430211",33.7880852256798
"X430212",NA
"X430213",NA
"X430219",37.5388830761182
"X430220",38.0724650478293
"X430230",34.7042536736272
"X430310",35.0592671269251
"X430390",38.3554196231955
"X430400",32.9457267833109
"X440110",32.4256487522308
"X440121",30.8891719197708
"X440122",36.2996198636336
"X440130",32.5871901309635
"X440200",39.5577137242057
"X440310",36.8069703454601
"X440320",33.3804712602642
"X440331",33.288061302682
"X440332",NA
"X440333",49.4195346686965
"X440334",NA
"X440335",NA
"X440391",29.7008575987236
"X440392",27.4752954417558
"X440399",38.3993919041569
"X440410",32.6197310187771
"X440420",34.3406213056614
"X440500",30.3878921441535
"X440610",34.9790519688927
"X440690",35.6648914013686
"X440710",31.8408771244384
"X440721",32.5185629961327
"X440722",29.6374110537089
"X440723",40.7961558531918
"X440791",30.0837850200114
"X440792",31.4829645619716
"X440799",38.2437849429425
"X440810",33.4510204081633
"X440820",35.15634352635
"X440890",31.5736476572435
"X440910",34.0872294539012
"X440920",36.0778216605231
"X441010",33.5062699156514
"X441090",34.1224242424242
"X441111",NA
"X441119",33.7879536152797
"X441121",35.0199380502119
"X441129",31.7915038131554
"X441131",NA
"X441139",NA
"X441191",NA
"X441199",31.0975343823566
"X441211",37.5523081446633
"X441212",33.9574920078375
"X441219",39.2072602590617
"X441221",NA
"X441229",NA
"X441291",NA
"X441299",34.4412579744817
"X441300",34.3662676277029
"X441400",37.7388083017184
"X441510",31.8582043953878
"X441520",32.593796832754
"X441600",32.3921153280376
"X441700",37.5926999463231
"X441810",30.5885438304944
"X441820",32.9197964329069
"X441830",27.993841898384
"X441840",28.7927108273477
"X441850",31.6670536554754
"X441890",34.4200212333009
"X441900",33.1325423728814
"X442010",35.1664166666667
"X442090",34.426467611336
"X442110",33.5598884976526
"X442190",34.7258561425843
"X450110",35.2216427473091
"X450190",33.0231780167264
"X450200",32.9762898089172
"X450310",32.8266010554842
"X450390",32.6951393609789
"X450410",32.8267745952677
"X450490",32.8775309987737
"X460110",NA
"X460120",35.5765912677538
"X460191",36.8256944444444
"X460199",35.165724522293
"X460210",35.7323826714801
"X460290",36.0537892791128
"X470100",29.4278973346496
"X470200",34.8770712909441
"X470311",32.2744460160302
"X470319",34.2184120171674
"X470321",30.9551175406872
"X470329",40.9798096192385
"X470411",33.2155436957972
"X470419",33.651948051948
"X470421",31.9943104849634
"X470429",35.696929302547
"X470500",31.0308310644367
"X470610",33.0558087411281
"X470691",29.8625189681335
"X470692",33.4402492421691
"X470693",36.3822560770696
"X470710",34.4678929082363
"X470720",34.8844110854504
"X470730",32.0861772745021
"X470790",35.5333867677062
"X480100",30.1289998102107
"X480210",34.9218216318786
"X480220",36.3325433369448
"X480230",NA
"X480240",30.7772764117806
"X480251",31.9225181598063
"X480252",33.7821516846624
"X480253",36.2243915069912
"X480260",32.9955300439668
"X480300",35.6225292506846
"X480411",32.8389210465386
"X480419",32.3098796706776
"X480421",33.4397454031117
"X480429",28.9339722500358
"X480431",31.247982300885
"X480439",30.9576472774577
"X480441",30.5417492839833
"X480442",30.5105933429812
"X480449",37.9078009698503
"X480451",32.6992101105845
"X480452",29.1294411006019
"X480459",35.7502921926134
"X480510",30.5743586503223
"X480521",NA
"X480522",41.3857376733436
"X480523",NA
"X480529",34.5103910240308
"X480530",34.1306005937429
"X480540",34.2836171017783
"X480550",33.1528805422197
"X480560",33.219059646396
"X480570",29.3741935483871
"X480580",34.4271717171717
"X480610",32.3580832196453
"X480620",29.081216383947
"X480630",34.0155350656608
"X480640",29.2014141414141
"X480710",NA
"X480791",NA
"X480799",33.2856169384278
"X480810",36.2114713579529
"X480820",NA
"X480830",32.7557373472949
"X480890",44.2033481979677
"X480910",NA
"X480920",36.6634579687086
"X480990",34.3274951076321
"X481011",29.2870686650401
"X481012",NA
"X481021",28.60092839883
"X481029",32.5469342024852
"X481031",30.5054614412137
"X481032",34.1861050328228
"X481039",30.5365799105327
"X481091",29.3747876032069
"X481099",31.8541811091854
"X481110",31.9958452964026
"X481121",34.3871431345892
"X481129",33.6099028400598
"X481131",30.568660472319
"X481139",34.6541346408693
"X481140",32.7988875739645
"X481190",33.2678006872852
"X481200",29.8513719789206
"X481310",33.3356181934657
"X481320",33.3465744400527
"X481390",34.9738450074516
"X481410",NA
"X481420",29.5183296582139
"X481430",NA
"X481490",31.0312171728705
"X481500",NA
"X481610",NA
"X481620",36.7623040466642
"X481630",NA
"X481690",36.1292594654788
"X481710",31.4185255198488
"X481720",36.0858140947752
"X481730",35.0688359303391
"X481810",36.0203011491216
"X481820",33.8666391752577
"X481830",32.9729193971166
"X481840",34.5424505327245
"X481850",33.7600970017637
"X481890",35.456800532505
"X481910",36.6640622902403
"X481920",33.7949047864128
"X481930",35.7335130187144
"X481940",32.3165577859603
"X481950",34.0745816153286
"X481960",32.4380674157303
"X482010",34.8614778694674
"X482020",37.5010971786834
"X482030",34.8363374028857
"X482040",35.5514160351017
"X482050",33.7249941656943
"X482090",32.4077077993409
"X482110",34.7008169219548
"X482190",35.2416612798966
"X482210",35.9919882275997
"X482290",33.4821913043478
"X482311",33.9030366933783
"X482319",35.0879855465221
"X482320",33.3723028105168
"X482330",NA
"X482340",33.7476092255766
"X482351",NA
"X482359",32.5332172844563
"X482360",37.8178494623656
"X482370",31.7026128266033
"X482390",33.7818565400844
"X490110",31.9511114770295
"X490191",35.3272709475333
"X490199",32.9898827316624
"X490210",31.7941009743135
"X490290",31.3045016077171
"X490300",33.6696954568148
"X490400",31.1393341553637
"X490510",34.3537326776933
"X490591",34.0201678992604
"X490599",32.7158539698749
"X490600",33.0741919106448
"X490700",37.6999698659033
"X490810",36.2059445178336
"X490890",44.0776346604215
"X490900",32.9844414893617
"X491000",32.8910192666252
"X491110",31.2549733406876
"X491191",33.1684404420794
"X491199",32.0524530861406
"X500100",29.7468946729526
"X500200",36.8809558030902
"X500310",NA
"X500390",31.854398693996
"X500400",36.6283409836065
"X500500",35.2730103806228
"X500600",38.034305200341
"X500710",33.9943418560606
"X500720",35.142490646713
"X500790",34.491928721174
"X50100",36.1447106325707
"X50210",35.7924112607099
"X50290",39.9108045977012
"X50300",NA
"X50400",39.0591083150985
"X50510",32.415
"X50590",37.1560639470783
"X50610",33.1313786235893
"X50690",36.9146678555506
"X50710",37.6427050506771
"X50790",35.8254212551413
"X50800",34.3745345789368
"X50900",NA
"X51000",43.801096345515
"X510111",39.8501416430595
"X510119",37.813779527559
"X510121",38.0673781787983
"X510129",38.6510733603786
"X510130",33.7943023255814
"X510210",38.3046042003231
"X510220",39.6632906940964
"X510310",37.9755631551558
"X510320",35.4829657598902
"X510330",33.5667422524565
"X510400",31.2048995590397
"X510510",32.2480558659218
"X510521",35.5310047361299
"X510529",38.6252969617382
"X510530",40.9755701623344
"X510540",39.4635520684736
"X510610",33.6122711288954
"X510620",32.7835759019141
"X510710",35.1923406207002
"X510720",35.4448595041322
"X510810",35.5218466611706
"X510820",39.5478410206084
"X510910",39.1754109767765
"X510990",37.2708959429001
"X511000",36.1096503282944
"X51110",33.3505205975554
"X511111",34.7223230032754
"X511119",32.8020434557682
"X511120",34.6358807082945
"X511130",32.3867688378033
"X511190",33.2079565602837
"X511211",33.3417119131268
"X511219",33.1702852614897
"X511220",35.8424505928854
"X511230",32.6124467673248
"X511290",34.5024070607114
"X511300",37.5260167850226
"X51191",34.6496575342466
"X51199",40.2024972253052
"X520100",41.8001082016879
"X520210",36.4435248955628
"X520291",40.1785025666708
"X520299",39.077577071291
"X520300",42.8037460708383
"X520411",37.9229622581668
"X520419",42.3058439539944
"X520420",35.491046371776
"X520511",37.3388157894737
"X520512",38.5750518027352
"X520513",40.560318627451
"X520514",36.829900990099
"X520515",40.4172366433182
"X520521",35.3389325842697
"X520522",39.0151356407858
"X520523",39.8030605670103
"X520524",37.2403358952462
"X520525",34.8589116038008
"X520531",40.1327682648402
"X520532",34.9954435288415
"X520533",35.366565774156
"X520534",35.0440091413647
"X520535",34.7832335329341
"X520541",38.8521370967742
"X520542",35.000492934604
"X520543",33.6148412577852
"X520544",32.7078045909358
"X520545",33.5424310344828
"X520611",39.3129601518027
"X520612",38.6058015141541
"X520613",39.9592689295039
"X520614",40.2829265704584
"X520615",37.3433058147882
"X520621",33.2214338643942
"X520622",40.249921630094
"X520623",42.3812317444534
"X520624",38.6161718098415
"X520625",35.1616909620991
"X520631",40.9739058999253
"X520632",36.5121791370836
"X520633",35.3914932680539
"X520634",29.7184919966302
"X520635",33.0382304751502
"X520641",34.0497721354167
"X520642",35.5804692891649
"X520643",34.4130066545674
"X520644",34.4199950199203
"X520645",36.6880633373934
"X520710",35.4578761312217
"X520790",35.2790663960568
"X520811",34.4507359849671
"X520812",35.5054861111111
"X520813",34.3689028910304
"X520819",36.53616754801
"X520821",34.6610684089162
"X520822",29.1753576577576
"X520823",32.3578739184178
"X520829",31.621635190055
"X520831",34.7018616196091
"X520832",34.2446788990826
"X520833",36.2497619803237
"X520839",32.2181281369944
"X520841",35.0916178458765
"X520842",34.5266831683168
"X520843",35.3189818181818
"X520849",33.684696150175
"X520851",33.5481277280037
"X520852",31.0535270880361
"X520853",NA
"X520859",34.5984230206471
"X520911",35.1986081623024
"X520912",38.051001262854
"X520919",37.9530259365994
"X520921",32.1075638704486
"X520922",42.4009725016767
"X520929",35.9460774410774
"X520931",34.7199230440359
"X520932",36.3652999449642
"X520939",36.244708994709
"X520941",36.5114919354839
"X520942",36.3969781869121
"X520943",36.3352708803612
"X520949",36.4710816777042
"X520951",32.3732976992796
"X520952",35.123734409391
"X520959",35.9608324439701
"X521011",35.9392316647264
"X521012",NA
"X521019",38.147187141217
"X521021",36.1018876207199
"X521022",NA
"X521029",36.2556494522692
"X521031",35.9423495973472
"X521032",35.0074440244257
"X521039",38.7672154115587
"X521041",37.1399875233936
"X521042",NA
"X521049",39.8327086049544
"X521051",36.4937721718565
"X521052",NA
"X521059",38.0867691787766
"X521111",34.4902505219207
"X521112",38.6457778556412
"X521119",36.9644209599295
"X521121",NA
"X521122",NA
"X521129",37.7524217462932
"X521131",36.6902502157032
"X521132",31.9543076923077
"X521139",36.9359607577808
"X521141",34.9460339943343
"X521142",37.7043198529412
"X521143",42.6342405913978
"X521149",41.0640227870289
"X521151",36.9746116289392
"X521152",31.1974870466321
"X521159",32.7113613613614
"X521211",37.1214072748956
"X521212",34.7753057658707
"X521213",41.7878190214938
"X521214",34.3654909090909
"X521215",32.8414003533001
"X521221",36.2401377902526
"X521222",33.438490685191
"X521223",34.7494929797192
"X521224",33.8202554744526
"X521225",35.1091256758539
"X530110",31.2864624320779
"X530121",29.9049983979494
"X530129",30.4012352252156
"X530130",29.3558031837916
"X530210",33.2731211401425
"X530290",30.9922389820511
"X530310",44.6145944345767
"X530390",31.9691351762617
"X530410",NA
"X530490",NA
"X530511",NA
"X530519",NA
"X530521",NA
"X530529",NA
"X530591",NA
"X530599",39.447967829483
"X530610",33.4799216027874
"X530620",33.3877514124294
"X530710",39.4358907536745
"X530720",37.8051576394503
"X530810",39.6173795239017
"X530820",34.630900243309
"X530830",NA
"X530890",46.8395573997234
"X530911",28.5133680555555
"X530919",32.2635269271383
"X530921",32.5395643564356
"X530929",35.3068078668684
"X531010",36.3767510917031
"X531090",34.8621801612338
"X531100",38.355836373111
"X540110",39.528150751333
"X540120",36.4439345570631
"X540210",32.4334537160236
"X540220",30.8200708382527
"X540231",31.5246766901482
"X540232",28.0155257346696
"X540233",38.3691949434464
"X540239",29.0214805236787
"X540241",33.8109035759898
"X540242",36.9743617599131
"X540243",36.7129329241561
"X540249",33.7596485723251
"X540251",31.2440064715399
"X540252",36.4001141552511
"X540259",36.5561191626409
"X540261",31.3245488065205
"X540262",35.6084465054654
"X540269",39.1817733990148
"X540310",29.6414137214137
"X540320",NA
"X540331",38.0836494105587
"X540332",35.582722007722
"X540333",35.0710027100271
"X540339",34.1535684761642
"X540341",36.4093191327501
"X540342",34.2831393165603
"X540349",33.840674887678
"X540410",35.07309083984
"X540490",33.8260109835247
"X540500",34.9441336441336
"X540610",36.175731276117
"X540620",NA
"X540710",39.2583358335833
"X540720",38.7547463808156
"X540730",33.4348297977306
"X540741",36.5029280195201
"X540742",34.7190661478599
"X540743",35.9166975881262
"X540744",39.0540733197556
"X540751",36.9397007322509
"X540752",35.9599104859335
"X540753",32.5720233609646
"X540754",36.2916366258111
"X540760",35.2951871657754
"X540771",34.9075194005887
"X540772",36.7114988104679
"X540773",37.4395506570581
"X540774",37.4888061494115
"X540781",39.464709851552
"X540782",33.8515867158672
"X540783",35.0022538552788
"X540784",34.2352066532258
"X540791",37.3483691623425
"X540792",36.1165706540156
"X540793",35.0499834382246
"X540794",36.2482767232767
"X540810",36.0540444444444
"X540821",35.0478072079896
"X540822",34.8654737238651
"X540823",34.5177614795918
"X540824",36.3503816793893
"X540831",35.5175519630485
"X540832",34.5349397590361
"X540833",35.7333677952959
"X540834",35.5896532438479
"X550110",33.7507619370132
"X550120",36.6000483792937
"X550130",32.1292158295917
"X550190",34.7551458990536
"X550200",36.1876393601551
"X550310",32.3815986394558
"X550320",34.5604741089442
"X550330",34.7953803813643
